drugbank_id,name,pubchem_id,stitch_id_flat,stitch_id_sterio,umls_cui_from_label,lower,upper,side_effect_name
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0024282,0.01,1.0,Lymphocytosis
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0024312,0.01,1.0,Lymphopenia
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0026266,0.01,1.0,Mitral valve incompetence
DB00915,Amantadine,2130,CID100002130,CID000002130,C0917801,0.01,1.0,Insomnia
DB00915,Amantadine,2130,CID100002130,CID000002130,C0700590,0.01,1.0,Hyperhidrosis
DB00915,Amantadine,2130,CID100002130,CID000002130,C0027497,0.01,1.0,Nausea
DB00915,Amantadine,2130,CID100002130,CID000002130,C0023380,0.01,1.0,Lethargy
DB00915,Amantadine,2130,CID100002130,CID000002130,C0020651,0.01,1.0,Orthostatic hypotension
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0030252,0.01,1.0,Palpitations
DB00909,Zonisamide,5734,CID100005734,CID000005734,C0574067,0.01,1.0,Cough
DB00909,Zonisamide,5734,CID100005734,CID000005734,C0520966,0.01,1.0,Coordination abnormal
DB00909,Zonisamide,5734,CID100005734,CID000005734,C0151736,0.01,1.0,Injury
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0030846,0.01,1.0,Penis disorder
DB00909,Zonisamide,5734,CID100005734,CID000005734,C0042963,0.01,1.0,Vomiting
DB00909,Zonisamide,5734,CID100005734,CID000005734,C0040822,0.01,1.0,Tremor
DB00909,Zonisamide,5734,CID100005734,CID000005734,C0040264,0.01,1.0,Tinnitus
DB00909,Zonisamide,5734,CID100005734,CID000005734,C0036572,0.01,1.0,Convulsion
DB00909,Zonisamide,5734,CID100005734,CID000005734,C0033774,0.01,1.0,Pruritus
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0031212,0.01,1.0,Personality disorder
DB00909,Zonisamide,5734,CID100005734,CID000005734,C0031350,0.01,1.0,Pharyngitis
DB00909,Zonisamide,5734,CID100005734,CID000005734,C0020453,0.01,1.0,Hyperaesthesia
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0031542,0.01,1.0,Phlebitis
DB00909,Zonisamide,5734,CID100005734,CID000005734,C0575081,0.01,1.0,Gait disturbance
DB00915,Amantadine,2130,CID100002130,CID000002130,C0003123,0.01,1.0,Anorexia
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0027796,0.01,1.0,Neuralgia
DB00915,Amantadine,2130,CID100002130,CID000002130,C0018681,0.01,1.0,Headache
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0027932,0.01,1.0,Neurosis
DB00915,Amantadine,2130,CID100002130,CID000002130,C0015672,0.01,1.0,Asthenia
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0028081,0.01,1.0,Night sweats
DB00915,Amantadine,2130,CID100002130,CID000002130,C0013395,0.01,1.0,Dyspepsia
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0028734,0.01,1.0,Nocturia
DB00915,Amantadine,2130,CID100002130,CID000002130,C0012833,0.01,1.0,Dizziness
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0029408,0.01,1.0,Osteoarthritis
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0029456,0.01,1.0,Osteoporosis
DB00915,Amantadine,2130,CID100002130,CID000002130,C0009806,0.01,1.0,Constipation
DB00915,Amantadine,2130,CID100002130,CID000002130,C0004134,0.01,1.0,Ataxia
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0029882,0.01,1.0,Otitis media
DB00915,Amantadine,2130,CID100002130,CID000002130,C0004093,0.01,1.0,Asthenia
DB00915,Amantadine,2130,CID100002130,CID000002130,C0003467,0.01,1.0,Anxiety
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0020676,0.01,1.0,Hypothyroidism
DB00918,Almotriptan,123606,CID100123606,CID000123606,C0012833,0.01,1.0,Dizziness
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0032231,0.01,1.0,Pleurisy
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0015230,0.01,1.0,Rash
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0014534,0.01,1.0,Epididymitis
DB00928,Azacitidine,9444,CID100001805,CID000009444,C0015402,0.01,1.0,Eye haemorrhage
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0014591,0.01,1.0,Epistaxis
DB00928,Azacitidine,9444,CID100001805,CID000009444,C0015230,0.1,1.0,Dermatitis
DB00918,Almotriptan,123606,CID100123606,CID000123606,C0018681,0.01,1.0,Headache
DB00928,Azacitidine,9444,CID100001805,CID000009444,C0013491,0.1,1.0,Ecchymosis
DB00928,Azacitidine,9444,CID100001805,CID000009444,C0013404,0.1,1.0,Dyspnoea
DB00928,Azacitidine,9444,CID100001805,CID000009444,C0013395,0.01,1.0,Dyspepsia
DB00928,Azacitidine,9444,CID100001805,CID000009444,C0012833,0.1,1.0,Dizziness
DB00928,Azacitidine,9444,CID100001805,CID000009444,C0011991,0.1,1.0,Diarrhoea
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0015967,0.01,1.0,Body temperature increased
DB00928,Azacitidine,9444,CID100001805,CID000009444,C0009938,0.01,1.0,Contusion
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0014457,0.01,1.0,Eosinophilia
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0013595,0.01,1.0,Eczema
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0013456,0.01,1.0,Ear pain
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0013428,0.01,1.0,Dysuria
DB00928,Azacitidine,9444,CID100001805,CID000009444,C0021368,0.01,1.0,Inflammation
DB00928,Azacitidine,9444,CID100001805,CID000009444,C0020649,0.01,1.0,Hypotension
DB00928,Azacitidine,9444,CID100001805,CID000009444,C0020621,0.01,1.0,Hypokalaemia
DB00928,Azacitidine,9444,CID100001805,CID000009444,C0020538,0.01,1.0,Hypertension
DB00928,Azacitidine,9444,CID100001805,CID000009444,C0019348,0.01,1.0,Herpes simplex
DB00928,Azacitidine,9444,CID100001805,CID000009444,C0019080,0.01,1.0,Haemoglobin
DB00928,Azacitidine,9444,CID100001805,CID000009444,C0018965,0.01,1.0,Haematuria
DB00928,Azacitidine,9444,CID100001805,CID000009444,C0018944,0.01,1.0,Haematoma
DB00928,Azacitidine,9444,CID100001805,CID000009444,C0018681,0.1,1.0,Headache
DB00928,Azacitidine,9444,CID100001805,CID000009444,C0017565,0.01,1.0,Gingival bleeding
DB00928,Azacitidine,9444,CID100001805,CID000009444,C0017181,0.01,1.0,Gastrointestinal haemorrhage
DB00928,Azacitidine,9444,CID100001805,CID000009444,C0015967,0.1,1.0,Body temperature increased
DB00928,Azacitidine,9444,CID100001805,CID000009444,C0015672,0.1,1.0,Asthenia
DB00928,Azacitidine,9444,CID100001805,CID000009444,C0009806,0.1,1.0,Constipation
DB00928,Azacitidine,9444,CID100001805,CID000009444,C0009760,0.01,1.0,Conjunctival haemorrhage
DB00928,Azacitidine,9444,CID100001805,CID000009444,C0009676,0.01,1.0,Feeling abnormal
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0018790,0.01,1.0,Cardiac arrest
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0018801,0.01,1.0,Cardiac failure
DB00924,Cyclobenzaprine,2895,CID100002895,CID000002895,C2830004,1.0,1.0,Somnolence
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0018944,0.01,1.0,Haematoma
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0019348,0.01,1.0,Herpes simplex
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0019360,0.01,1.0,Herpes zoster
DB00922,Levosimendan,3033825,CID100060867,CID003033825,C0162429,0.01,1.0,Malnutrition
DB00922,Levosimendan,3033825,CID100060867,CID003033825,C0042373,0.1,1.0,Angiopathy
DB00922,Levosimendan,3033825,CID100060867,CID003033825,C0027765,0.1,1.0,Nervous system disorder
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0020538,0.01,1.0,Hypertension
DB00922,Levosimendan,3033825,CID100060867,CID003033825,C0018799,0.1,1.0,Cardiac disorder
DB00922,Levosimendan,3033825,CID100060867,CID003033825,C0017178,0.01,1.0,Gastrointestinal disorder
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0020550,0.01,1.0,Hyperthyroidism
DB00922,Levosimendan,3033825,CID100060867,CID003033825,C0004936,0.01,1.0,Mental disorder
DB00918,Almotriptan,123606,CID100123606,CID000123606,C2830004,0.01,1.0,Somnolence
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0020580,0.01,1.0,Hypoaesthesia
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0018800,0.01,1.0,Cardiomegaly
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0016867,0.01,1.0,Furunculosis
DB00928,Azacitidine,9444,CID100001805,CID000009444,C0000737,0.1,1.0,Abdominal pain
DB00928,Azacitidine,9444,CID100001805,CID000009444,C0008031,0.1,1.0,Chest pain
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0017160,0.01,1.0,Gastroenteritis
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0017168,0.01,1.0,Gastrooesophageal reflux disease
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0017601,0.01,1.0,Glaucoma
DB00928,Azacitidine,9444,CID100001805,CID000009444,C0003862,0.1,1.0,Musculoskeletal discomfort
DB00928,Azacitidine,9444,CID100001805,CID000009444,C0003467,0.01,1.0,Anxiety
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0018418,0.01,1.0,Gynaecomastia
DB00928,Azacitidine,9444,CID100001805,CID000009444,C0003123,0.1,1.0,Decreased appetite
DB00928,Azacitidine,9444,CID100001805,CID000009444,C0002871,0.1,1.0,Anaemia
DB00928,Azacitidine,9444,CID100001805,CID000009444,C0002170,0.01,1.0,Alopecia
DB00909,Zonisamide,5734,CID100005734,CID000005734,C0004093,0.01,1.0,Asthenia
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0032533,0.01,1.0,Polymyalgia rheumatica
DB00928,Azacitidine,9444,CID100001805,CID000009444,C0023530,0.1,1.0,Leukopenia
DB00905,Bimatoprost,5311027,CID100127909,CID005311027,C0423602,0.01,1.0,Sensation of foreign body
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0042847,0.01,1.0,Vitamin B12 deficiency
DB00905,Bimatoprost,5311027,CID100127909,CID005311027,C1536146,0.01,1.0,Eyelash hyperpigmentation
DB00905,Bimatoprost,5311027,CID100127909,CID005311027,C0849918,0.01,1.0,Eyelids pruritus
DB00905,Bimatoprost,5311027,CID100127909,CID005311027,C0547030,0.01,1.0,Visual impairment
DB00905,Bimatoprost,5311027,CID100127909,CID005311027,C0423847,0.1,1.0,Growth of eyelashes
DB00905,Bimatoprost,5311027,CID100127909,CID005311027,C0423153,0.01,1.0,Lacrimation increased
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0013604,0.01,1.0,Oedema
DB00905,Bimatoprost,5311027,CID100127909,CID005311027,C0423006,0.01,1.0,Eye discharge
DB00905,Bimatoprost,5311027,CID100127909,CID005311027,C0392163,0.01,1.0,Corneal erosion
DB00905,Bimatoprost,5311027,CID100127909,CID005311027,C0344232,0.01,1.0,Vision blurred
DB00905,Bimatoprost,5311027,CID100127909,CID005311027,C0259799,0.01,1.0,Punctate keratitis
DB00905,Bimatoprost,5311027,CID100127909,CID005311027,C0239454,0.01,1.0,Erythema of eyelid
DB00905,Bimatoprost,5311027,CID100127909,CID005311027,C0235266,0.01,1.0,Eye irritation
DB00905,Bimatoprost,5311027,CID100127909,CID005311027,C1761613,0.1,1.0,Conjunctival hyperaemia
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0002170,0.01,1.0,Alopecia
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0003578,0.01,1.0,Apnoea
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0003862,0.01,1.0,Arthralgia
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0013428,0.01,1.0,Dysuria
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0013404,0.01,1.0,Dyspnoea
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0042023,0.01,1.0,Pollakiuria
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0013390,0.01,1.0,Dysmenorrhoea
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0013362,0.01,1.0,Osteoarthritis
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0042029,0.01,1.0,Urinary tract infection
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0042109,0.01,1.0,Urticaria
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0011551,0.01,1.0,Depersonalisation
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0042345,0.01,1.0,Varicose vein
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0008031,0.01,1.0,Chest pain
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0007859,0.01,1.0,Neck pain
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0006277,0.01,1.0,Bronchitis
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0004096,0.01,1.0,Asthma
DB00905,Bimatoprost,5311027,CID100127909,CID005311027,C0162834,0.01,1.0,Skin hyperpigmentation
DB00905,Bimatoprost,5311027,CID100127909,CID005311027,C0152227,0.01,1.0,Lacrimation increased
DB00905,Bimatoprost,5311027,CID100127909,CID005311027,C0151827,0.01,1.0,Eye pain
DB00904,Ondansetron,4595,CID100004595,CID000004595,C0541819,0.01,1.0,Burning rectal
DB00904,Ondansetron,4595,CID100004595,CID000004595,C0151735,0.01,1.0,Injection site reaction
DB00904,Ondansetron,4595,CID100004595,CID000004595,C0043352,0.01,1.0,Dry mouth
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0149931,0.01,1.0,Migraine
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0151539,0.01,1.0,Blood urea increased
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0151603,0.01,1.0,Generalised oedema
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0151661,0.01,1.0,Peripheral gangrene
DB00904,Ondansetron,4595,CID100004595,CID000004595,C0018681,0.1,1.0,Headache
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0151717,0.01,1.0,Skin hypertrophy
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0151772,0.01,1.0,Manic psychosis
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0151786,0.01,1.0,Muscular weakness
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0151825,0.01,1.0,Bone pain
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0151827,0.01,1.0,Eye pain
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0149725,0.01,1.0,Lower respiratory tract infection
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0085631,0.01,1.0,Agitation
DB00904,Ondansetron,4595,CID100004595,CID000004595,C0549386,0.01,1.0,Sensation of warmth
DB00905,Bimatoprost,5311027,CID100127909,CID005311027,C0151601,0.01,1.0,Conjunctival oedema
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0085632,0.01,1.0,Apathy
DB00905,Bimatoprost,5311027,CID100127909,CID005311027,C0085636,0.01,1.0,Photophobia
DB00905,Bimatoprost,5311027,CID100127909,CID005311027,C0033774,0.1,1.0,Pruritus
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0085633,0.01,1.0,Mood swings
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0085636,0.01,1.0,Photophobia
DB00905,Bimatoprost,5311027,CID100127909,CID005311027,C0018681,0.01,1.0,Headache
DB00905,Bimatoprost,5311027,CID100127909,CID005311027,C0009766,0.01,1.0,Conjunctivitis allergic
DB00905,Bimatoprost,5311027,CID100127909,CID005311027,C0005741,0.01,1.0,Blepharitis
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0085649,0.01,1.0,Oedema peripheral
DB00905,Bimatoprost,5311027,CID100127909,CID005311027,C0004095,0.01,1.0,Asthenopia
DB00905,Bimatoprost,5311027,CID100127909,CID005311027,C0004093,0.01,1.0,Asthenia
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0013456,0.01,1.0,Ear pain
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0014591,0.01,1.0,Epistaxis
DB00909,Zonisamide,5734,CID100005734,CID000005734,C0002418,0.01,1.0,Amblyopia
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0086439,0.01,1.0,Hypokinesia
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0151908,0.01,1.0,Dry skin
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0151888,0.01,1.0,Hyporeflexia
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0151836,0.01,1.0,Paranoia
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0035455,0.01,1.0,Rhinitis
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0036508,0.01,1.0,Seborrhoeic dermatitis
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0149931,0.01,1.0,Migraine
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0085649,0.01,1.0,Oedema peripheral
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0017574,0.01,1.0,Gingivitis
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0085628,0.01,1.0,Depressed level of consciousness
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0085593,0.01,1.0,Chills
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0043096,0.01,1.0,Weight decreased
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0037299,0.01,1.0,Skin ulcer
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0043094,0.01,1.0,Weight increased
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0042571,0.01,1.0,Vertigo
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0231218,0.01,1.0,Malaise
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0032617,0.01,1.0,Polyuria
DB00906,Tiagabine,60648,CID100005466,CID000060648,C3665386,0.01,1.0,Visual impairment
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0033575,0.01,1.0,Prostatic disorder
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0497156,0.01,1.0,Lymphadenopathy
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0033774,0.01,1.0,Pruritus
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0424295,0.01,1.0,Agitation
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0033860,0.01,1.0,Psoriasis
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0034063,0.01,1.0,Pulmonary oedema
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0235146,0.01,1.0,Euphoric mood
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0231530,0.01,1.0,Muscle twitching
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0034150,0.01,1.0,Purpura
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0042267,0.01,1.0,Vaginal infection
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0037672,0.01,1.0,Somnambulism
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0039503,0.01,1.0,Tendonitis
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0026827,0.01,1.0,Hypotonia
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0040034,0.01,1.0,Thrombocytopenia
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0026826,0.01,1.0,Hypertonia
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0025874,0.01,1.0,Metrorrhagia
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0023067,0.01,1.0,Laryngitis
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0020580,0.01,1.0,Hypoaesthesia
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0040264,0.01,1.0,Tinnitus
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0020578,0.01,1.0,Hyperventilation
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0020538,0.01,1.0,Hypertension
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0040460,0.01,1.0,Toothache
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0020517,0.01,1.0,Hypersensitivity
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0040485,0.01,1.0,Torticollis
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0019521,0.01,1.0,Hiccups
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0019079,0.01,1.0,Haemoptysis
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0018524,0.01,1.0,Hallucination
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0027066,0.01,1.0,Myoclonus
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0037763,0.01,1.0,Muscle spasms
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0039240,0.01,1.0,Supraventricular tachycardia
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0042024,0.01,1.0,Urinary incontinence
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0040264,0.01,1.0,Tinnitus
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0039231,0.01,1.0,Tachycardia
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0039070,0.01,1.0,Loss of consciousness
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0038990,0.01,1.0,Hyperhidrosis
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0038362,0.01,1.0,Stomatitis
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0032285,0.01,1.0,Pneumonia
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0031212,0.01,1.0,Personality disorder
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0030252,0.01,1.0,Palpitations
DB00906,Tiagabine,60648,CID100005466,CID000060648,C0029882,0.01,1.0,Otitis media
DB00268,Ropinirole,5095,CID100005095,CID000005095,C0039231,0.01,1.0,Tachycardia
DB00928,Azacitidine,9444,CID100001805,CID000009444,C0023380,0.01,1.0,Lethargy
DB00928,Azacitidine,9444,CID100001805,CID000009444,C0026858,0.01,1.0,Musculoskeletal pain
DB01590,Everolimus,6442177,CID106442177,CID006442177,C0149745,0.1,1.0,Stomatitis
DB00966,Telmisartan,65999,CID100065999,CID000065999,C0023218,0.01,1.0,Cramps of lower extremities
DB00966,Telmisartan,65999,CID100065999,CID000065999,C0030252,0.01,1.0,Palpitations
DB00966,Telmisartan,65999,CID100065999,CID000065999,C0027769,0.01,1.0,Tension
DB00966,Telmisartan,65999,CID100065999,CID000065999,C0027497,0.01,1.0,Nausea
DB00966,Telmisartan,65999,CID100065999,CID000065999,C0023222,0.01,1.0,Pain in extremity
DB00966,Telmisartan,65999,CID100065999,CID000065999,C0022408,0.01,1.0,Osteoarthritis
DB00982,Isotretinoin,5282379,CID100005538,CID005282379,C0853714,0.1,1.0,Application site pruritus
DB00966,Telmisartan,65999,CID100065999,CID000065999,C0018681,0.1,1.0,Headache
DB00966,Telmisartan,65999,CID100065999,CID000065999,C0017152,0.01,1.0,Gastritis
DB00966,Telmisartan,65999,CID100065999,CID000065999,C0015230,0.01,1.0,Dermatitis
DB00966,Telmisartan,65999,CID100065999,CID000065999,C0013604,0.01,1.0,Oedema
DB00966,Telmisartan,65999,CID100065999,CID000065999,C0013595,0.01,1.0,Eczema
DB00966,Telmisartan,65999,CID100065999,CID000065999,C0031350,0.01,1.0,Pharyngitis
DB00966,Telmisartan,65999,CID100065999,CID000065999,C0035455,0.01,1.0,Rhinitis
DB00966,Telmisartan,65999,CID100065999,CID000065999,C0036396,0.01,1.0,Sciatica
DB00966,Telmisartan,65999,CID100065999,CID000065999,C0037199,0.01,1.0,Sinusitis
DB00982,Isotretinoin,5282379,CID100005538,CID005282379,C0241164,0.1,1.0,Pain of skin
DB00982,Isotretinoin,5282379,CID100005538,CID005282379,C0241136,0.1,1.0,Pain of skin
DB00982,Isotretinoin,5282379,CID100005538,CID005282379,C0241057,0.1,1.0,Skin burning sensation
DB00982,Isotretinoin,5282379,CID100005538,CID005282379,C0237849,0.1,1.0,Skin exfoliation
DB00982,Isotretinoin,5282379,CID100005538,CID005282379,C0152030,0.1,1.0,Skin irritation
DB00982,Isotretinoin,5282379,CID100005538,CID005282379,C0151908,0.1,1.0,Dry skin
DB00973,Ezetimibe,150311,CID100150311,CID000150311,C0018681,0.01,1.0,Headache
DB00966,Telmisartan,65999,CID100065999,CID000065999,C0917801,0.01,1.0,Insomnia
DB00966,Telmisartan,65999,CID100065999,CID000065999,C0392171,0.01,1.0,Influenza like illness
DB00966,Telmisartan,65999,CID100065999,CID000065999,C0231528,0.01,1.0,Musculoskeletal discomfort
DB00966,Telmisartan,65999,CID100065999,CID000065999,C0041912,0.01,1.0,Upper respiratory tract infection
DB00966,Telmisartan,65999,CID100065999,CID000065999,C0037274,0.01,1.0,Skin disorder
DB00966,Telmisartan,65999,CID100065999,CID000065999,C0013404,0.01,1.0,Dyspnoea
DB00966,Telmisartan,65999,CID100065999,CID000065999,C0013395,0.01,1.0,Dyspepsia
DB00966,Telmisartan,65999,CID100065999,CID000065999,C0012833,0.01,1.0,Dizziness
DB00264,Metoprolol,4171,CID100004171,CID000004171,C0000737,0.01,1.0,Abdominal pain
DB00962,Zaleplon,5719,CID100005719,CID000005719,C0043352,0.01,1.0,Dry mouth
DB00962,Zaleplon,5719,CID100005719,CID000005719,C0033774,0.01,1.0,Pruritus
DB00962,Zaleplon,5719,CID100005719,CID000005719,C0027769,0.01,1.0,Tension
