drugbank_id,name,pubchem_id
DB00298,Dapiprazole,3033538
DB00299,Penciclovir,4725
DB00300,Tenofovir disoproxil,5481350
DB00301,Flucloxacillin,21319
DB00302,Tranexamic acid,5526
DB00303,Ertapenem,150610
DB00304,Desogestrel,40973
DB00305,Mitomycin,5746
DB00306,Talbutal,8275
DB00307,Bexarotene,82146
DB00308,Ibutilide,60753
DB00309,Vindesine,40839
DB00310,Chlorthalidone,2732
DB00311,Ethoxzolamide,3295
DB00312,Pentobarbital,4737
DB00313,Valproic acid,3121
DB00314,Capreomycin,3000502
DB00315,Zolmitriptan,60857
DB00316,Acetaminophen,1983
DB00317,Gefitinib,123631
DB00318,Codeine,5284371
DB00319,Piperacillin,43672
DB00320,Dihydroergotamine,10531
DB00321,Amitriptyline,2160
DB00322,Floxuridine,5790
DB00323,Tolcapone,4659569
DB00324,Fluorometholone,9878
DB00325,Nitroprusside,11963622
DB00326,Calcium glucoheptonate,62859
DB00327,Hydromorphone,5284570
DB00328,Indomethacin,3715
DB00330,Ethambutol,14052
DB00331,Metformin,4091
DB00332,Ipratropium,657308
DB00333,Methadone,4095
DB00334,Olanzapine,4585
DB00335,Atenolol,2249
DB00336,Nitrofural,5447130
DB00337,Pimecrolimus,6509979
DB00338,Omeprazole,4594
DB00339,Pyrazinamide,1046
DB00340,Metixene,4167
DB00341,Cetirizine,2678
DB00342,Terfenadine,5405
DB00343,Diltiazem,39186
DB00344,Protriptyline,4976
DB00345,Aminohippuric acid,2148
DB00346,Alfuzosin,2092
DB00347,Trimethadione,5576
DB00348,Nitisinone,115355
DB00349,Clobazam,2789
DB00350,Minoxidil,4201
DB00351,Megestrol acetate,11683
DB00352,Tioguanine,2723601
DB00353,Methylergometrine,8226
DB00354,Buclizine,6729
DB00355,Aztreonam,9568617
DB00356,Chlorzoxazone,2733
DB00357,Aminoglutethimide,2145
DB00358,Mefloquine,4046
DB00359,Sulfadiazine,5215
DB00360,Sapropterin,44257
DB00361,Vinorelbine,44424639
DB00362,Anidulafungin,166548
DB00363,Clozapine,2818
DB00364,Sucralfate,70789197
DB00365,Grepafloxacin,72474
DB00366,Doxylamine,3162
DB00367,Levonorgestrel,13109
DB00368,Norepinephrine,439260
DB00369,Cidofovir,60613
DB00370,Mirtazapine,4205
DB00371,Meprobamate,4064
DB00372,Thiethylperazine,5440
DB00373,Timolol,33624
DB00374,Treprostinil,6918140
DB00375,Colestipol,62816
DB00376,Trihexyphenidyl,5572
DB00377,Palonosetron,6337614
DB00378,Dydrogesterone,9051
DB00379,Mexiletine,4178
DB00380,Dexrazoxane,71384
DB00381,Amlodipine,2162
DB00382,Tacrine,1935
DB00383,Oxyphencyclimine,4642
DB00384,Triamterene,5546
DB00385,Valrubicin,454216
DB00387,Procyclidine,4919
DB00388,Phenylephrine,6041
DB00389,Carbimazole,31072
DB00390,Digoxin,2724385
DB00391,Sulpiride,5355
DB00392,Profenamine,3290
DB00393,Nimodipine,4497
DB00394,Beclomethasone dipropionate,21700
DB00395,Carisoprodol,2576
DB00396,Progesterone,5994
DB00397,Phenylpropanolamine,26934
DB00398,Sorafenib,216239
DB00399,Zoledronic acid,68740
DB00400,Griseofulvin,441140
DB00401,Nisoldipine,4499
DB00402,Eszopiclone,969472
DB00403,Ceruletide,16129675
DB00404,Alprazolam,2118
DB00405,Dexbrompheniramine,16960
DB00406,Gentian violet cation,3468
DB00408,Loxapine,3964
DB00409,Remoxipride,54477
DB00410,Mupirocin,446596
DB00411,Carbamoylcholine,5831
DB00412,Rosiglitazone,77999
DB00413,Pramipexole,119570
DB00414,Acetohexamide,1989
DB00415,Ampicillin,6249
DB00416,Metocurine iodide,24244
DB00417,Phenoxymethylpenicillin,6869
DB00418,Secobarbital,5193
DB00419,Miglustat,51634
DB00420,Promazine,4926
DB00421,Spironolactone,5833
DB00422,Methylphenidate,4158
DB00423,Methocarbamol,4107
DB00424,Hyoscyamine,154417
DB00425,Zolpidem,5732
DB00426,Famciclovir,3324
DB00427,Triprolidine,5282443
DB00428,Streptozocin,29327
DB00429,Carboprost tromethamine,45266502
DB00430,Cefpiramide,636405
DB00431,Lindane,727
DB00432,Trifluridine,6256
DB00433,Prochlorperazine,4917
DB00434,Cyproheptadine,2913
DB00435,Nitric Oxide,145068
DB00436,Bendroflumethiazide,2315
DB00437,Allopurinol,2094
DB00438,Ceftazidime,5481173
DB00439,Cerivastatin,446156
DB00440,Trimethoprim,5578
DB00441,Gemcitabine,60750
DB00442,Entecavir,153941
DB00443,Betamethasone,9782
DB00444,Teniposide,452548
DB00445,Epirubicin,41867
DB00446,Chloramphenicol,5959
DB00447,Loracarbef,5284585
DB00448,Lansoprazole,3883
DB00449,Dipivefrin,3105
DB00450,Droperidol,3168
DB00451,Levothyroxine,5819
DB00452,Framycetin,8378
DB00453,Clomocycline,54680675
DB00454,Meperidine,4058
DB00455,Loratadine,3957
DB00456,Cefalotin,6024
DB00457,Prazosin,4893
DB00458,Imipramine,3696
DB00459,Acitretin,5284513
DB00460,Verteporfin,5362420
DB00461,Nabumetone,4409
DB00462,Methscopolamine bromide,23724781
DB00463,Metharbital,4099
DB00464,Sodium tetradecyl sulfate,23665772
DB00465,Ketorolac,3826
DB00466,Picrotoxin,31304
DB00467,Enoxacin,3229
DB00468,Quinine,3034034
DB00469,Tenoxicam,54677971
DB00470,Dronabinol,16078
DB00471,Montelukast,5281040
DB00472,Fluoxetine,3386
DB00473,Hexylcaine,10770
DB00474,Methohexital,9034
DB00475,Chlordiazepoxide,2712
DB00476,Duloxetine,60835
DB00477,Chlorpromazine,2726
DB00478,Rimantadine,5071
DB00479,Amikacin,37768
DB00480,Lenalidomide,216326
DB00481,Raloxifene,5035
DB00482,Celecoxib,2662
DB00483,Gallamine triethiodide,6172
DB00484,Brimonidine,2435
DB00485,Dicloxacillin,18381
DB00486,Nabilone,5284592
DB00487,Pefloxacin,51081
DB00488,Altretamine,2123
DB00489,Sotalol,5253
DB00490,Buspirone,2477
DB00491,Miglitol,441314
DB00492,Fosinopril,55891
DB00493,Cefotaxime,5742673
DB00494,Entacapone,5281081
DB00495,Zidovudine,35370
DB00496,Darifenacin,444031
DB00497,Oxycodone,5284603
DB00498,Phenindione,4760
DB00499,Flutamide,3397
DB00500,Tolmetin,5509
DB00501,Cimetidine,2756
DB00502,Haloperidol,3559
DB00503,Ritonavir,392622
DB00504,Levallorphan,5359371
DB00505,Tridihexethyl,20299
DB00507,Nitazoxanide,41684
DB00508,Triflupromazine,5568
DB00509,Dextrothyroxine,8730
DB00511,Acetyldigitoxin,5284512
DB00512,Vancomycin,14969
DB00513,Aminocaproic acid,564
DB00514,Dextromethorphan,5360696
DB00515,Cisplatin,2767
DB00517,Anisotropine methylbromide,21867154
DB00518,Albendazole,2082
DB00519,Trandolapril,5484727
DB00520,Caspofungin,3035406
DB00521,Carteolol,2583
DB00522,Bentiromide,6957673
DB00523,Alitretinoin,449171
DB00524,Metolazone,4170
DB00525,Tolnaftate,5510
DB00526,Oxaliplatin,6857599
DB00527,Cinchocaine,3025
DB00528,Lercanidipine,65866
DB00529,Foscarnet,3415
DB00530,Erlotinib,176870
DB00531,Cyclophosphamide,2907
DB00532,Mephenytoin,4060
DB00533,Rofecoxib,5090
DB00534,Chlormerodrin,25210
DB00535,Cefdinir,6915944
DB00536,Guanidine,3520
DB00537,Ciprofloxacin,2764
DB00538,Gadoversetamide,444013
DB00539,Toremifene,3005573
DB00540,Nortriptyline,4543
DB00541,Vincristine,5978
DB00542,Benazepril,5362124
DB00543,Amoxapine,2170
DB00544,Fluorouracil,3385
DB00545,Pyridostigmine,4991
DB00546,Adinazolam,37632
DB00547,Desoximetasone,5311067
DB00548,Azelaic acid,2266
DB00549,Zafirlukast,5717
DB00550,Propylthiouracil,657298
DB00551,Acetohydroxamic acid,1990
DB00552,Pentostatin,439693
DB00553,Methoxsalen,4114
DB00554,Piroxicam,54676228
DB00555,Lamotrigine,3878
DB00556,Perflutren,6432
DB00557,Hydroxyzine,3658
DB00558,Zanamivir,60855
DB00559,Bosentan,104865
DB00560,Tigecycline,54686904
DB00561,Doxapram,3156
DB00562,Benzthiazide,2343
DB00563,Methotrexate,126941
DB00564,Carbamazepine,2554
DB00565,Cisatracurium,62886
DB00566,Succimer,2724354
DB00567,Cephalexin,27447
DB00568,Cinnarizine,2761
DB00569,Fondaparinux,49852292
DB00570,Vinblastine,13342
DB00571,Propranolol,4946
DB00572,Atropine,174174
DB00573,Fenoprofen,3342
DB00574,Fenfluramine,3337
DB00575,Clonidine,2803
DB00576,Sulfamethizole,5328
DB00577,Valaciclovir,60773
DB00578,Carbenicillin,20824
DB00579,Mazindol,4020
DB00580,Valdecoxib,119607
DB00581,Lactulose,11333
DB00582,Voriconazole,71616
DB00583,Levocarnitine,10917
DB00584,Enalapril,5388962
DB00585,Nizatidine,3033637
DB00586,Diclofenac,3033
DB00587,Cinalukast,6436135
DB00588,Fluticasone propionate,444036
DB00589,Lisuride,28864
DB00590,Doxazosin,3157
DB00591,Fluocinolone acetonide,6215
DB00592,Piperazine,4837
DB00593,Ethosuximide,3291
DB00594,Amiloride,16231
DB00595,Oxytetracycline,54675779
DB00596,Ulobetasol,5311167
DB00597,Gadoteridol,60714
DB00598,Labetalol,3869
DB00599,Thiopental,3000715
DB00600,Monobenzone,7638
DB00601,Linezolid,441401
DB00602,Ivermectin,46936176
DB00603,Medroxyprogesterone acetate,6279
DB00604,Cisapride,6917698
DB00605,Sulindac,1548887
DB00606,Cyclothiazide,2910
DB00607,Nafcillin,8982
DB00608,Chloroquine,2719
DB00609,Ethionamide,2761171
DB00610,Metaraminol,5906
DB00611,Butorphanol,6916249
DB00612,Bisoprolol,2405
DB00613,Amodiaquine,2165
DB00614,Furazolidone,3435
DB00615,Rifabutin,6323490
DB00616,Candoxatril,5362417
DB00617,Paramethadione,8280
DB00618,Demeclocycline,54680690
DB00619,Imatinib,5291
DB00620,Triamcinolone,31307
DB00621,Oxandrolone,5878
DB00622,Nicardipine,4474
DB00623,Fluphenazine,3372
DB00624,Testosterone,6013
DB00625,Efavirenz,64139
DB00626,Bacitracin,10909430
DB00627,Niacin,938
DB00628,Clorazepic acid,2809
DB00629,Guanabenz,3517
DB00630,Alendronic acid,2088
DB00631,Clofarabine,119182
DB00632,Docosanol,12620
DB00633,Dexmedetomidine,5311068
DB00634,Sulfacetamide,5320
DB00635,Prednisone,5865
DB00636,Clofibrate,2796
DB00637,Astemizole,2247
DB00638,Inulin,24763
DB00639,Butoconazole,47472
DB00640,Adenosine,60961
DB00641,Simvastatin,54454
DB00642,Pemetrexed,446556
DB00643,Mebendazole,4030
DB00644,Gonadorelin,36523
DB00645,Dyclonine,3180
DB00646,Nystatin,11953884
DB00647,Dextropropoxyphene,10100
DB00648,Mitotane,4211
DB00649,Stavudine,18283
DB00650,Leucovorin,6006
DB00651,Dyphylline,3182
DB00652,Pentazocine,441278
DB00653,Magnesium sulfate,24083
DB00654,Latanoprost,5311221
DB00655,Estrone,5870
DB00656,Trazodone,5533
DB00657,Mecamylamine,4032
DB00658,Sevelamer,3085017
DB00659,Acamprosate,71158
DB00660,Metaxalone,15459
DB00661,Verapamil,2520
DB00662,Trimethobenzamide,5577
DB00663,Flumethasone,16490
DB00664,Sulfametopyrazine,9047
DB00665,Nilutamide,4493
DB00666,Nafarelin,25077405
DB00668,Epinephrine,5816
DB00669,Sumatriptan,5358
DB00670,Pirenzepine,4848
DB00671,Cefixime,5362065
DB00672,Chlorpropamide,2727
DB00673,Aprepitant,6918365
DB00674,Galantamine,9651
DB00675,Tamoxifen,2733526
DB00676,Benzyl benzoate,2345
DB00677,Isoflurophate,5936
DB00678,Losartan,3961
DB00679,Thioridazine,5452
DB00680,Moricizine,34633
DB00681,Amphotericin B,5280965
DB00682,Warfarin,54678486
DB00683,Midazolam,4192
DB00684,Tobramycin,36294
DB00685,Trovafloxacin,62959
DB00686,Pentosan polysulfate,37720
DB00687,Fludrocortisone,31378
DB00688,Mycophenolate mofetil,5281078
DB00689,Cephaloglycin,19150
DB00690,Flurazepam,3393
DB00691,Moexipril,91270
DB00692,Phentolamine,5775
DB00693,Fluorescein,16850
DB00694,Daunorubicin,30323
DB00695,Furosemide,3440
DB00696,Ergotamine,8223
DB00697,Tizanidine,5487
DB00698,Nitrofurantoin,6604200
DB00699,Nicergoline,34040
DB00700,Eplerenone,443872
DB00701,Amprenavir,65016
DB00703,Methazolamide,4100
DB00704,Naltrexone,5360515
DB00705,Delavirdine,5625
DB00706,Tamsulosin,129211
DB00708,Sufentanil,41693
DB00709,Lamivudine,60825
DB00710,Ibandronate,60852
DB00711,Diethylcarbamazine,3052
DB00712,Flurbiprofen,3394
DB00713,Oxacillin,6196
DB00714,Apomorphine,6005
DB00715,Paroxetine,43815
DB00716,Nedocromil,50294
DB00717,Norethisterone,6230
DB00718,Adefovir dipivoxil,60871
DB00719,Azatadine,19861
DB00720,Clodronic acid,25419
DB00721,Procaine,4914
DB00722,Lisinopril,5362119
DB00723,Methoxamine,6082
DB00724,Imiquimod,57469
DB00725,Homatropine methylbromide,6646
DB00726,Trimipramine,5584
DB00727,Nitroglycerin,4510
DB00728,Rocuronium,441290
DB00730,Thiabendazole,5430
DB00731,Nateglinide,5311309
DB00732,Atracurium besylate,47320
DB00733,Pralidoxime,5353894
DB00734,Risperidone,5073
DB00735,Naftifine,73342
DB00736,Esomeprazole,9568614
DB00737,Meclizine,4034
DB00738,Pentamidine,4735
DB00739,Hetacillin,443387
DB00740,Riluzole,5070
DB00741,Hydrocortisone,5754
DB00742,Mannitol,6251
DB00743,Gadobenic acid,131704172
DB00744,Zileuton,60490
DB00745,Modafinil,4236
DB00746,Deferoxamine,2973
DB00747,Scopolamine,3000322
DB00748,Carbinoxamine,2564
DB00749,Etodolac,3308
DB00750,Prilocaine,4906
DB00751,Epinastine,3241
DB00752,Tranylcypromine,5530
DB00753,Isoflurane,3763
DB00754,Ethotoin,3292
DB00755,Tretinoin,5538
DB00756,Hexachlorophene,3598
DB00757,Dolasetron,3033818
DB00758,Clopidogrel,60606
DB00759,Tetracycline,54675776
DB00760,Meropenem,441130
DB00761,Potassium chloride,4873
DB00762,Irinotecan,60838
DB00763,Methimazole,1349907
DB00764,Mometasone,441335
DB00765,Metyrosine,441350
DB00766,Clavulanic acid,5280980
DB00767,Benzquinamide,2342
DB00768,Olopatadine,5281071
DB00769,Hydrocortamate,84088
DB00770,Alprostadil,149351
DB00771,Clidinium,2784
DB00772,Malathion,4004
DB00773,Etoposide,36462
DB00774,Hydroflumethiazide,3647
DB00775,Tirofiban,60947
DB00776,Oxcarbazepine,34312
DB00777,Propiomazine,4940
DB00778,Roxithromycin,6915744
DB00779,Nalidixic acid,4421
DB00780,Phenelzine,3675
DB00782,Propantheline,4934
DB00783,Estradiol,5757
DB00784,Mefenamic acid,4044
DB00786,Marimastat,119031
DB00787,Acyclovir,2022
DB00788,Naproxen,156391
DB00789,Gadopentetic acid,55466
DB00790,Perindopril,107807
DB00791,Uracil mustard,6194
DB00792,Tripelennamine,5587
DB00793,Haloprogin,3561
DB00794,Primidone,4909
DB00795,Sulfasalazine,5359476
DB00796,Candesartan cilexetil,2540
DB00797,Tolazoline,5504
DB00798,Gentamicin,3467
DB00799,Tazarotene,5381
DB00800,Fenoldopam,3341
DB00801,Halazepam,31640
DB00802,Alfentanil,51263
DB00803,Colistin,131704173
DB00804,Dicyclomine,3042
DB00805,Minaprine,4199
DB00806,Pentoxifylline,4740
DB00807,Proparacaine,4935
DB00808,Indapamide,3702
DB00809,Tropicamide,5593
DB00810,Biperiden,2381
DB00811,Ribavirin,37542
DB00812,Phenylbutazone,4781
DB00813,Fentanyl,3345
DB00814,Meloxicam,54677470
DB00815,Sodium lauryl sulfate,3423265
DB00816,Orciprenaline,4086
DB00817,Rosoxacin,287180
DB00818,Propofol,4943
DB00819,Acetazolamide,1986
DB00820,Tadalafil,110635
DB00821,Carprofen,2581
DB00822,Disulfiram,3117
DB00823,Ethynodiol diacetate,9270
DB00824,Enprofylline,1676
DB00825,Levomenthol,16666
DB00826,Natamycin,5284447
DB00827,Cinoxacin,2762
DB00828,Fosfomycin,446987
DB00829,Diazepam,3016
DB00830,Phenmetrazine,4762
DB00831,Trifluoperazine,5566
DB00832,Phensuximide,6839
DB00833,Cefaclor,51039
DB00834,Mifepristone,55245
DB00835,Brompheniramine,6834
DB00836,Loperamide,3955
DB00837,Progabide,5361323
DB00838,Clocortolone,5311052
DB00839,Tolazamide,5503
DB00841,Dobutamine,36811
DB00842,Oxazepam,4616
DB00843,Donepezil,3152
DB00844,Nalbuphine,5311304
DB00845,Clofazimine,2794
DB00846,Flurandrenolide,15209
DB00847,Cysteamine,6058
DB00848,Levamisole,26879
DB00849,Methylphenobarbital,8271
DB00850,Perphenazine,4748
DB00851,Dacarbazine,5351166
DB00852,Pseudoephedrine,7028
DB00853,Temozolomide,5394
DB00854,Levorphanol,5359272
DB00855,Aminolevulinic acid,137
DB00856,Chlorphenesin,7697
DB00857,Terbinafine,1549008
DB00858,Drostanolone,6011
DB00859,Penicillamine,5852
DB00860,Prednisolone,5755
DB00861,Diflunisal,3059
DB00862,Vardenafil,110634
DB00863,Ranitidine,3001055
DB00864,Tacrolimus,445643
DB00865,Benzphetamine,5311017
DB00866,Alprenolol,2119
DB00867,Ritodrine,33572
DB00868,Benzonatate,7699
DB00869,Dorzolamide,5284549
DB00870,Suprofen,5359
DB00871,Terbutaline,5403
DB00872,Conivaptan,151171
DB14596,Loteprednol etabonate,9865442
DB00874,Guaifenesin,3516
DB00875,Flupentixol,5281881
DB00876,Eprosartan,5281037
DB00877,Sirolimus,5284616
DB00878,Chlorhexidine,9552079
DB00879,Emtricitabine,60877
DB00880,Chlorothiazide,2720
DB00881,Quinapril,54892
DB00882,Clomifene,2800
DB00883,Isosorbide dinitrate,6883
DB00884,Risedronic acid,5245
DB00885,Pemirolast,57697
DB00886,Omapatrilat,656629
DB00887,Bumetanide,2471
DB00888,Mechlorethamine,4033
DB00889,Granisetron,5284566
DB00890,Dienestrol,667476
DB00891,Sulfapyridine,5336
DB00892,Oxybuprocaine,4633
DB00894,Testolactone,13769
DB00895,Benzylpenicilloyl polylysine,45266800
DB00896,Rimexolone,5311412
DB00897,Triazolam,5556
DB00898,Ethanol,702
DB00899,Remifentanil,60815
DB00900,Didanosine,50599
DB00901,Bitolterol,35330
DB00902,Methdilazine,14677
DB00903,Etacrynic acid,3278
DB00904,Ondansetron,4595
DB00905,Bimatoprost,5311027
DB00906,Tiagabine,60648
DB00907,Cocaine,446220
DB00908,Quinidine,441074
DB00909,Zonisamide,5734
DB00910,Paricalcitol,5281104
DB00911,Tinidazole,5479
DB00912,Repaglinide,65981
DB00913,Anileridine,8944
DB00914,Phenformin,8249
DB00915,Amantadine,2130
DB00916,Metronidazole,4173
DB00917,Dinoprostone,5280360
DB00918,Almotriptan,123606
DB00919,Spectinomycin,15541
DB00920,Ketotifen,3827
DB00921,Buprenorphine,644073
DB00922,Levosimendan,3033825
DB00923,Ceforanide,43507
DB00924,Cyclobenzaprine,2895
DB00925,Phenoxybenzamine,4768
DB00926,Etretinate,3312
DB00927,Famotidine,3325
DB00928,Azacitidine,9444
DB00929,Misoprostol,5282381
DB00931,Metacycline,54675785
DB00932,Tipranavir,54682461
DB00933,Mesoridazine,4078
DB00934,Maprotiline,4011
DB00935,Oxymetazoline,4636
DB00936,Salicylic acid,338
DB00937,Diethylpropion,7029
DB00938,Salmeterol,5152
DB00939,Meclofenamic acid,4037
DB00940,Methantheline,4097
DB00941,Hexafluronium,3601
DB00942,Cycrimine,2911
DB00943,Zalcitabine,24066
DB00944,Demecarium,5966
DB00945,Acetylsalicylic acid,2244
DB00946,Phenprocoumon,54680692
DB00947,Fulvestrant,17756771
DB00948,Mezlocillin,656511
DB00949,Felbamate,3331
DB00950,Fexofenadine,3348
DB00951,Isoniazid,3767
DB00952,Naratriptan,4440
DB00953,Rizatriptan,5078
DB00954,Dirithromycin,6473883
DB00955,Netilmicin,441306
DB00956,Hydrocodone,5284569
DB00957,Norgestimate,6540478
DB00958,Carboplatin,38904
DB00959,Methylprednisolone,6741
DB00960,Pindolol,4828
DB00961,Mepivacaine,4062
DB00962,Zaleplon,5719
DB00963,Bromfenac,60726
DB00964,Apraclonidine,2216
DB00966,Telmisartan,65999
DB00967,Desloratadine,124087
DB00968,Methyldopa,38853
DB00969,Alosetron,2099
DB00970,Dactinomycin,457193
DB00971,Selenium Sulfide,24087
DB00972,Azelastine,2267
DB00973,Ezetimibe,150311
DB00974,Edetic acid,6049
DB00975,Dipyridamole,3108
DB00976,Telithromycin,3002190
DB00977,Ethinylestradiol,5991
DB00978,Lomefloxacin,3948
DB00979,Cyclopentolate,2905
DB00980,Ramelteon,208902
DB00981,Physostigmine,5983
DB00982,Isotretinoin,5282379
DB00983,Formoterol,3410
DB00984,Nandrolone phenpropionate,229455
DB00985,Dimenhydrinate,441281
DB00986,Glycopyrronium,9933193
DB00987,Cytarabine,6253
DB00988,Dopamine,681
DB00989,Rivastigmine,77991
DB00990,Exemestane,60198
DB00991,Oxaprozin,4614
DB00992,Methyl aminolevulinate,157922
DB00993,Azathioprine,2265
DB00995,Auranofin,70788951
DB00996,Gabapentin,3446
DB00997,Doxorubicin,31703
DB00998,Frovatriptan,77992
DB00999,Hydrochlorothiazide,3639
DB01000,Cyclacillin,19003
DB01001,Salbutamol,2083
DB01002,Levobupivacaine,92253
DB01003,Cromoglicic acid,2882
DB01004,Ganciclovir,3454
DB01005,Hydroxyurea,3657
DB01006,Letrozole,3902
DB01007,Tioconazole,5482
DB01008,Busulfan,2478
DB01009,Ketoprofen,3825
DB01010,Edrophonium,3202
DB01011,Metyrapone,4174
DB01012,Cinacalcet,156419
DB01013,Clobetasol propionate,32798
DB01014,Balsalazide,6335412
DB01015,Sulfamethoxazole,5329
DB01016,Glyburide,3488
DB01017,Minocycline,54675783
